news_id,title,published_date,scraped_date
4038332,"El europarlamentario Marc Botenga pone en su lugar a un ministro polaco a cuento de Palestina [ENG, FR].",2025-03-15 14:05:21,2025-03-15 16:27:42
4038295,El gran terremoto de Nápoles enciende todas las alarmas en Europa,2025-03-15 11:48:49,2025-03-15 16:27:42
4038219,Películas de culto: RoboCop,2025-03-15 08:39:58,2025-03-15 16:27:42
4038274,"Ayuso utiliza millones de euros públicos, Telemadrid y el poder político del PP en su cruzada a favor de los toros",2025-03-15 10:58:29,2025-03-15 16:27:42
4038331,Jubilada argentina dando la cara por la patria,2025-03-15 13:55:28,2025-03-15 16:27:42
4038105,Tango para Ilaria,2025-03-14 18:39:31,2025-03-15 16:27:42
4038266,Una lista de programas increíbles para Linux [ENG],2025-03-15 10:43:54,2025-03-15 16:27:42
4038243,Una antigua tumba en Mongolia revela las espantosas muertes por desmembramiento de los guerreros Han (ENG),2025-03-15 09:38:10,2025-03-15 16:27:42
4038122,"""¡Boicot a EE. UU.!"": la reacción a los aranceles de Trump",2025-03-14 20:15:52,2025-03-15 16:27:42
4038276,Se ha filtrado el borrador de ley de universidades que está preparando la CAM,2025-03-15 11:06:31,2025-03-15 16:27:42
4038251,"Condenan a 31 años de cárcel a un hombre por apalizar, robar y violar a una mujer en pleno centro de Santa Cruz de Tenerife",2025-03-15 09:55:45,2025-03-15 16:27:42
4038232,La tradicional rendición demócrata (Opinión),2025-03-15 09:05:49,2025-03-15 16:27:42
4038245,“Las drogas lo están volviendo loco”: el biógrafo de Elon Musk da la voz de alarma y dice que es un peligro para el mundo,2025-03-15 09:41:06,2025-03-15 16:27:42
4038225,Portada de lavoz.es un día después (08:50h) de dar la Xunta luz verde al proyecto de Altri,2025-03-15 08:50:30,2025-03-15 16:27:42
4038117,Las perspectivas del sarampión en EE.UU. son tan malas que los expertos sanitarios piden actualizar las directrices sobre vacunas [EN],2025-03-14 19:59:59,2025-03-15 16:27:42
4038190,"""Limpiaremos Gaza de todo asesino potencial, y allí todos son asesinos potenciales. Limpiaremos todo, ya no habrán más (palestinos)""",2025-03-15 05:56:36,2025-03-15 16:27:42
4038173,Así está recuperando Rusia terreno en Kursk frente a Ucrania | Vídeos | EL PAÍS,2025-03-15 00:18:29,2025-03-15 16:27:42
4037736,Cómo grabar y denunciar llamadas spam a la Agencia Española de Protección de Datos,2025-03-13 20:41:05,2025-03-15 16:27:42
4038160,"Trump promete abiertamente ""limpiar"" el Departamento de Justicia y encarcelar a sus enemigos políticos y mediáticos [EN]",2025-03-14 23:14:25,2025-03-15 16:27:42
4038169,"La IA de Elon Musk irrumpe en X a favor de los demócratas: ""Los datos pesan más que las afiliaciones políticas""",2025-03-14 23:53:36,2025-03-15 16:27:42
4038162,"La primera generación sin hijos se prepara para el ""fantasma de la vejez"": el 20% de adultos de 55 a 64 años no han sido padres",2025-03-14 23:22:57,2025-03-15 16:27:42
4038135,Se anuncia la evacuación obligatoria en ocho localidades de la región de Sumy debido a la escalada de la situación,2025-03-14 20:35:30,2025-03-15 16:27:42
4038148,"Las fiestas en colegios y su entorno deberán celebrarse sin promoción, venta ni consumo de alcohol",2025-03-14 21:56:30,2025-03-15 16:27:42
