news_id,title,content,full_story_link,meneos,clicks,karma,positive_votes,anonymous_votes,negative_votes,category,comments,published_date,user,source,source_link,scraped_date
4035212,El poder de la Iglesia Católica en España: un patrimonio forjado a base de privilegios e injusticias,"El poder de la Iglesia Católica en España, sustentado en un patrimonio inmenso, una financiación privilegiada y una influencia social arraigada, plantea interrogantes sobre el secularismo y la equidad.",https://meneame.net/story/poder-iglesia-catolica-espana-patrimonio-forjado-base,341,453,494,155,186,7,politica,22,2025-03-07 12:15:03,Esteban_Rosador,nuevarevolucion.es,https://nuevarevolucion.es/el-poder-de-la-iglesia-catolica-en-espana-un-patrimonio-forjado-a-base-de-privilegios-e-injusticias/,2025-03-07 17:10:00
4035201,El bombardero inglés que se estrelló en Galicia durante la Segunda Guerra Mundial y acabó como puertas y cierres de cuadras,"En una época y unas tierras en las que la miseria estaba al orden del día, aquel accidente aéreo de 1944 fue una “bendición”, y los vecinos no tardaron mucho en dar cuenta de los restos menos valiosos del avión, ya que lo más apreciado ya se lo habían llevado las autoridades. Las chapas del fuselaje fueron cortadas y transportadas a las aldeas. Este acero era mucho más resistente que la madera y con ellas se cerraron establos, se hicieron y repararon puertas",https://meneame.net/story/bombardero-ingles-estrello-galicia-durante-segunda-guerra-acabo,116,2102,450,59,57,0,cultura,38,2025-03-07 11:50:03,themarquesito,elespanol.com,https://www.elespanol.com/quincemil/cultura/historias-de-la-historia/20250302/bombardero-ingles-estrello-galicia-segunda-guerra-mundial-acabo-puertas-cierres-cuadras/927907383_0.html,2025-03-07 17:10:00
4035209,"""Qué se laven la toga antes de equiparar a Zerolo con el Valle en Los Caidos""",Aimar Bretos carga contra el juez que procesó a Héctor de Miguel por hacer un chiste sobre dinamitar el Valle de los caídos,https://meneame.net/story/laven-toga-antes-equiparar-zerolo-valle-caidos,388,1673,438,169,219,7,politica,59,2025-03-07 11:35:03,vicus.,youtube.com,https://www.youtube.com/watch?si=lNX_Rb7XKNSN0_2D&v=Ch8zR9LIqJQ,2025-03-07 17:10:00
4035243,Autogol de Mazón en su referéndum escolar: el valenciano gana y le deja sin bandera ni capital político,"El president ha organizado una traumática votación en los colegios bajo la teoría de que el valenciano había sido ""impuesto"" en las aulas. El resultado de su medida estrella tritura su tesis y le da la puntilla: a su imagen de mal gestor en la DANA se suma ahora la de un político desorientado, sin olfato e incapaz de acertar el sentir de sus ciudadanos",https://meneame.net/story/autogol-mazon-referendum-escolar-valenciano-gana-deja-sin-ni,456,1621,453,185,271,3,politica,146,2025-03-07 11:20:03,oghaio,eldiario.es,https://www.eldiario.es/comunitat-valenciana/autogol-mazon-referendum-escolar-valenciano-gana-le-deja-bandera-capital-politico_129_12109627.html,2025-03-07 17:10:00
4035217,‘No Other Land’: el documental que desafía la narrativa israelí y sacude la política mundial,"La película de Yuval Abraham y Basel Adra relata la resistencia palestina en las aldeas de Masafer Yatta, las montañas cercanas a Hebrón que resisten el asedio de los colonos y el ejército sionista.  Relacionada www.meneame.net/story/anoche-no-other-land-gano-oscar-mejor-documental",https://meneame.net/story/no-other-land-documental-desafia-narrativa-israeli-sacude,357,588,411,143,214,2,ocio,76,2025-03-07 11:05:02,arariel,ctxt.es,https://ctxt.es/es/20250301/Politica/48753/Mahmoud-Mushtaha-Yuval-Abraham-No-Other-Land-documental-Oscars-cine-Palestina-genocidio.htm,2025-03-07 17:10:00
4035108,Cómo hacer una redirección en tu web para que no se hable de las hermanas Wachowsky,"Una redirección web es una técnica que permite dirigir a los usuarios de una URL a otra automáticamente. Esto es útil en varias situaciones, como cuando has movido páginas a nuevas ubicaciones, quieres unificar diferentes URLs que apuntan al mismo contenido, o necesitas censurar tu red social porque los accionistas te han dicho que por ahí sí que no. [C&P]",https://meneame.net/story/como-hacer-redireccion-tu-web-no-hable-hermanas-wachowsky,321,2701,1282,196,125,7,tecnología,44,2025-03-07 10:45:03,yemeth,chorboski.chickenkiller.com,https://chorboski.chickenkiller.com/index.php/2025/03/06/como-hacer-una-redireccion-en-tu-web-para-que-no-se-hable-de-las-hermanas-wachowsky/,2025-03-07 17:10:00
4034986,Realpolitik en Meneame,"En los últimos días han salido varias noticias sobre prominentes empresarios españoles que figuraban en la agenda de Epstein, un magnate, empresario y también putero pedofilo que, en dicha agenda, guardaba los números de sus contactos, algunos relacionados con sus actividades mercantiles, otros con sus orgias con menores y otros con ambas cosas. A modo de ejemplo, los medios españoles han difundido masivamente que el yerno y el hijo de Aznar aparecían en dicha agenda",https://meneame.net/story/realpolitik-meneame,449,4396,485,259,190,6,Artículos,129,2025-03-07 10:35:04,Livingstone85,Desconocido,https://www.meneame.net/story/realpolitik-meneame,2025-03-07 17:10:00
4035158,El juez Peinado insiste en intentar multar a los abogados que hacen declaraciones a la prensa en el ‘caso Begoña Gómez’,"Según consta en una resolución fechada este 25 de febrero, a la que tuvo acceso EL PAÍS, el juez Peinado exige al organismo público que le envíe todas las “grabaciones de los programas emitidos en las cadenas RTVE 1 y RTVE 2 [sic, La 1 y La 2] del día 18 diciembre relacionadas con las actuaciones judiciales llevadas a cabo en esta sede judicial en dicho día 18, entre las 10.00 y las 17.00, que contuviera declaraciones” de esos tres abogados. Además, el magistrado “apercibe” al ente de que, “en caso de no verificar” lo que le pide, podría estar",https://meneame.net/story/juez-peinado-insiste-intentar-multar-abogados-hacen-prensa-caso,290,568,419,117,173,1,actualidad,17,2025-03-07 10:25:02,candonga1,elpais.com,https://elpais.com/espana/2025-03-07/el-juez-peinado-insiste-en-intentar-multar-a-los-abogados-que-hacen-declaraciones-a-la-prensa-en-el-caso-begona-gomez.html,2025-03-07 17:10:00
4035156,Un vecino de Pina de Ebro evita la cárcel tras abusar de una niña que fue al bar a comprarse un helado,"Un vecino de Pina de Ebro, Javier Gimeno Guiu, aceptó ayer una pena de dos años de cárcel como autor de un delito de agresión sexual tras confesar que, el 13 de agosto de 2023, manoseó a una niña de nueve años en un bar del municipio zaragozano perteneciente a la comarca de la Ribera Baja del Ebro. Así se desprende del acuerdo suscrito ante el tribunal de la Sección Tercera de la Audiencia Provincial de Zaragoza y que también recoge la suspensión de la pena privativa de libertad a cambio de que el acusado, de nacionalidad española, no delinca.",https://meneame.net/story/vecino-pina-ebro-evita-carcel-tras-abusar-nina-fue-bar-comprarse,210,699,403,86,124,0,actualidad,62,2025-03-07 10:05:03,almogabares,elperiodicodearagon.com,https://www.elperiodicodearagon.com/sucesos/sucesos-aragon/2025/03/07/un-vecino-de-pina-de-ebro-evita-la-carcel-tras-abusar-de-una-nina-de-nueve-anos-115025851.html,2025-03-07 17:10:00
4035179,El PP retira el vídeo sobre la corrupción del PSOE tras el enfado de República Dominicana,"El Ministerio de Asuntos Exteriores del país que aparecía en el vídeo del PP como ubicación de los casos de corrupción expresa su rechazo al ""avieso e incomprensible ataque"" del partido",https://meneame.net/story/pp-retira-video-sobre-corrupcion-psoe-tras-enfado-republica,286,1658,409,129,157,0,actualidad,67,2025-03-07 09:25:09,ciriaquitas,elperiodico.com,https://www.elperiodico.com/es/politica/20250306/pp-retira-video-corrupcion-sanchez-republica-dominicana-115027614,2025-03-07 17:10:00
4034984,DOGE: la motosierra fiscal que trae Varsavsky a España,"Con ‘lindezas’ de este estilo el emprendedor Varsavsky anunciaba el lanzamiento de la plataforma en España el pasado 7 de febrero buscando la colaboración ciudadana para “identificar y eliminar el despilfarro en todas las administraciones”.  Quien hace unos años se presentaba como socialista por tradición familiar, hoy se jacta de mantener una amistad verdadera con figuras como Elon Musk o Javier Milei que, para el caso, es lo mismo teniendo en cuenta que Varsavsky suele definir al actual presidente argentino como “el Elon Musk de la política”",https://meneame.net/story/doge-motosierra-fiscal-trae-varsavsky-espana,312,1354,385,164,148,6,actualidad,98,2025-03-07 09:05:10,Verdaderofalso,emprendedores.es,https://emprendedores.es/actualidad/doge-varsavsky/,2025-03-07 17:10:00
4035140,"Starship, el cohete con el que Elon Musk quiere ir a Marte, acaba de nuevo explotando","La octava prueba de Starship, el megacohete con el que la empresa de Elon Musk quiere ir a Marte, ha acabado de forma agridulce: aunque la primera etapa, Super Heavy, un monstruo de 70 metros de alto con 33 motores Raptor, acabó regresando de forma exitosa, no ocurrió lo mismo con Ship, la primera etapa que mide 50 metros que con sus seis motores Raptor tenía que dar una vuelta casi completa a la Tierra. Sin embargo, al poco tiempo de empezar su viaje empezó a girar errática en el espacio para acabar explotando de la misma forma que ocurrió en",https://meneame.net/story/starship-cohete-elon-musk-quiere-ir-marte-acaba-nuevo-explotando,227,1111,421,99,128,0,actualidad,130,2025-03-07 08:15:05,asgard_gainsborough,abc.es,https://www.abc.es/ciencia/starship-cohete-elon-musk-quiere-marte-acaba-20250304011319-nt.html?ref=https://www.google.com/,2025-03-07 17:10:00
4035148,Una historia de amor en Madrid,Viñeta humorística de Eneko para el diario publico.es,https://meneame.net/story/historia-amor-madrid,163,5205,448,83,80,1,ocio,12,2025-03-07 07:55:05,Mark_Renton_1,publico.es,https://www.publico.es/opinion/vinetas/historia-amor-madrid.html,2025-03-07 17:10:00
4035082,"Uno de los afectados por la «lluvia de piedras» en la AP-9: sin coche, sin trabajo y sin apoyos","La noche del 8 de febrero, lo que debía ser un tranquilo regreso a Pontevedra para David Valqui y su familia, tras visitar a su madre en Vigo, se convirtió en una experiencia estremecedora. Mientras atravesaban el viaducto de la Rúa Coutadas, que cruza la AP-9, su coche fue atacado por una «lluvia de piedras». Tras detener el coche unos metros más adelante, volvió a escuchar el impacto de nuevas piedras. «Parecía que intentaban amedrentarnos para que nos marcháramos rápidamente»",https://meneame.net/story/uno-afectados-lluvia-piedras-ap-9-sin-coche-sin-trabajo-sin,199,3859,397,77,122,0,actualidad,83,2025-03-07 07:40:10,earthboy,vigoe.es,https://www.vigoe.es/vigo/local/uno-de-los-afectados-por-la-lluvia-de-piedras-en-la-ap-9-sin-coche-sin-trabajo-y-sin-apoyos/,2025-03-07 17:10:00
4035138,"Barbra Streisand, la mujer que logró triunfar a pesar de todo (y de todos)","En aquellos tiempos en Hollywood existía una tendencia a limar narices y apellidos, y muchos actores de origen judío trataban de pasar por anglosajones. Su propio marido, Elliott Gould, se apellidaba Goldstein. Pero aunque Barbra no se consideraba una persona religiosa, rehusó disimular su judaísmo.  Para sus fans Barbra es intocable e infalible. No critican que cante con un teleprompter para recordar las letras en sus conciertos, o que confiese que piensa en su perro cuando interpreta canciones de amor.",https://meneame.net/story/barbra-streisand-mujer-logro-triunfar-pesar-todo-todos,173,1077,415,101,72,4,cultura,36,2025-03-07 06:45:05,be_water,revistavanityfair.es,https://www.revistavanityfair.es/sociedad/celebrities/articulos/biografia-carrera-historia-cantante-actriz-barbra-streisand/24112,2025-03-07 17:10:00
4034942,"Los estadounidenses ""van a tener que sufrir"", advierte el economista de Trump [Ing]","Trump hizo su campaña con la promesa de bajar los precios el ""primer día"", pero Larry Kudlow, que fue director del Consejo Económico Nacional durante el primer mandato de Trump, ha reconocido que se prevé que los bienes sigan siendo caros y que el empleo escasee. El economista, que ahora asesora la estrategia republicana como vicepresidente del American First Policy Institute, dijo que se avecinan ""malas noticias"" para la economía, pero eso no tiene ""nada que ver con Trump.""",https://meneame.net/story/estadounidenses-van-tener-sufrir-advierte-economista-trump-ing,238,874,365,101,137,0,actualidad,56,2025-03-07 06:10:08,JanSmite,newsweek.com,https://www.newsweek.com/americans-going-have-suffer-trump-economist-warns-2040439,2025-03-07 17:10:02
4035051,Duck Sauce - Barbra Streisand (Official Video),Video musical de la canción de Duck Sauce dedicada a Barbra Streisand.,https://meneame.net/story/duck-sauce-barbra-streisand-official-video,125,1131,388,86,39,2,ocio,15,2025-03-07 05:20:03,cajadecartonmojada,youtube.com,https://www.youtube.com/watch?v=wWhtcU4-xAM,2025-03-07 17:10:02
4034936,El líder del culto cristiano de derechas se enfrenta ahora a cadena perpetua por delitos sexuales contra menores (Eng),Zach Radcliff era un graduado de 29 años de la Universidad Liberty. Un director de alabanza en la Iglesia Oakwood en Michigan. Un tipo que interpretó música original en la Conferencia de Acción Política Conservadora (CPAC) en 2019. Un partidario de Donald Trump.,https://meneame.net/story/lider-culto-cristiano-derechas-enfrenta-ahora-cadena-perpetua,326,469,391,145,181,0,actualidad,37,2025-03-07 04:15:02,Verdaderofalso,friendlyatheist.com,https://www.friendlyatheist.com/p/right-wing-christian-worship-leader-1c6,2025-03-07 17:10:02
4035087,11 pasos para la gestión de crisis de Relaciones Públicas,"Cada empresa debe estar preparada para una inevitable crisis de relaciones públicas. Por ejemplo, violación de datos, un escándalo ejecutivo, reseñas negativas, eventos fallidos, campañas de marketing mal planificadas, etc. Sí, nos pasa a todos. Si eres golpeado por una crisis de relaciones públicas, necesitarás elaborar cuidadosamente tu respuesta y darla a conocer rápidamente. Estamos hablando de reducir los daños y proteger la reputación de la marca.",https://meneame.net/story/11-pasos-gestion-crisis-relaciones-publicas,93,863,427,56,37,1,actualidad,15,2025-03-07 02:55:02,jonolulu,talkwalker.com,https://www.talkwalker.com/es/blog/gestion-crisis-pr,2025-03-07 17:10:02
4035131,Captura de pantalla de la web meneame.net a día de hoy,Captura de pantalla de la web meneame.net a día de hoy. Versión móvil. Infumable.,https://meneame.net/story/captura-pantalla-web-meneame-net-dia-hoy,305,11133,461,177,128,3,tecnología,99,2025-03-07 02:20:02,txillo,bsky.app,https://bsky.app/profile/txillo.bsky.social/post/3ljqoin4o2c2m,2025-03-07 17:10:02
4034985,Adiós a las pantallas táctiles para todo en los coches: la vuelta de los botones en Europa es oficial y afectará a Tesla,"Euro NCAP ha confirmado que a partir del 1 de enero de 2026 los coches que usen controles táctiles para funciones básicas serán penalizados durante la prueba de seguridad, los nuevos vehículos tendrán que ofrecer un control físico tradicional, al menos para estas funciones. La medida ya fue anunciada el año pasado, pero ahora se ha confirmado que entrará en efecto en el primer mes del 2026. Las funciones que deben tener un control físico son las siguientes: los intermitentes, las luces de emergencia, el claxon, los limpiaparabrisas, y el eCall.",https://meneame.net/story/adios-pantallas-tactiles-todo-coches-vuelta-botones-europa-tesla,316,1438,425,151,165,17,actualidad,106,2025-03-07 02:00:02,Dragstat,elespanol.com,https://www.elespanol.com/elandroidelibre/noticias-y-novedades/20250306/adios-pantallas-tactiles-coches-vuelta-botones-europa-oficial-afectara-tesla/929157396_0.html,2025-03-07 17:10:02
4034749,Trump confirma que el hijo y el yerno de Aznar aparecen en la lista de Epstein,"Entre los cientos de páginas que rodean el caso Epstein destacan diversos listados con nombres reconocibles, como Bill Clinton, Bill Gates, Michael Jackson o el propio Trump. Entre tanto también destacan algunos españoles, reconocibles por los apellidos, correspondientes a familias de postín, y los prefijos del teléfono, ya que a fin de cuentas lo recabado no es más que una agenda de contactos. La familia Aznar es una de las presentes, por partida doble, con el hijo y el yerno del expresidente del Gobierno, José Aznar y Alejandro Agag.",https://meneame.net/story/trump-confirma-hijo-yerno-aznar-aparecen-lista-epstein,542,1101,480,202,340,4,actualidad,34,2025-03-07 01:05:03,mr_b,elplural.com,https://www.elplural.com/sociedad/trump-confirma-hijo-yerno-aznar-aparecen-lista-epstein_347730102,2025-03-07 17:10:02
4035053,"Quién es Carlos Valle, el juez que ha comparado el chiste de Héctor de Miguel con apedrear a los homosexuales pederastas, ""es decir, todos""","No es la primera vez que este juez admite denuncias de esa asociación ultracatólica. En 2024 llamó a declarar a Pablo Echenique tras una denuncia de Abogados Cristianos por un tuit en el que comparaba la probabilidad de que un sacerdote cometiera un delito de agresión sexual contra menores con la de una persona migrante. El mismo magistrado archivó el caso en el que estaba involucrada Esperanza Aguirre, la entonces presidenta del PP de la Comunidad de Madrid, por darse a la fuga tras un incidente de tráfico.",https://meneame.net/story/quien-carlos-valle-juez-ha-comparado-chiste-hector-miguel-decir,383,875,493,159,224,2,actualidad,35,2025-03-07 00:50:04,Cuñado,cadenaser.com,https://cadenaser.com/nacional/2025/02/19/quien-es-carlos-valle-el-juez-que-ha-procesado-al-humorista-hector-de-miguel-por-bromear-con-dinamitar-la-cruz-del-valle-de-los-caidos-cadena-ser/,2025-03-07 17:10:02
4034982,Es el fin de Tesla en Europa: Ya no hay nadie en las fábricas y no podrán superar lo que viene,"A pesar del impulso que han recibido los eléctricos, sus ventas no han acabado de despegar, por lo menos, hasta los niveles que esperan los gobiernos y los fabricantes. Sin embargo, Tesla es la que presenta mayores problemas y ya se está hablando de su fin en Europa y el virtual abandono de sus fábricas. Los comienzos de año nunca han sido buenos para Tesla, pero particularmente este 2025 exhibe resultados alarmantes. Tanto así que han afectado el valor de sus acciones en las diferentes bolsas del mundo.",https://meneame.net/story/fin-tesla-europa-ya-no-hay-nadie-fabricas-no-podran-superar,259,2102,556,108,151,6,actualidad,79,2025-03-07 00:35:02,Grahml,ecoticias.com,https://www.ecoticias.com/hoyeco/fin-tesla-europa-caen-las-ventas/18020/,2025-03-07 17:10:02
4035061,"Martin Varsavsky: ""Una cultura intolerante al fracaso limita cualquier tipo de emprendimiento""","El empresario y fundador de empresas como Jazztel, Ya.com o Fon aboga por fomentar desde edades tempranas la creación de empresas y la tolerancia del fracaso a través de la educación.",https://meneame.net/story/martin-varsavsky-cultura-intolerante-fracaso-limita-cualquier,166,483,489,91,75,30,cultura,8,2025-03-07 00:20:03,Ovlak,paideia.es,https://www.paideia.es/martin-varsavsky-una-cultura-intolerante-al-fracaso-limita-cualquier-tipo-de-emprendimiento/,2025-03-07 17:10:02
4035110,"Martín Varsavsky: «Si en 2027 Sánchez sale elegido otra vez, me voy de España»","Entrevista del mes pasado, con interesantes comentarios sobre Milei, Trump, Elon Musk, Pedro Sanchez, Díaz Ayuso y otros conocidos representantes públicos, que cobran un nueva perspectiva a la luz de los más recientes acontecimientos. Por ejemplo: [Reportero]  - ""¿Le tienta la política, entrar en la primera línea como Elon Musk o hacerlo desde una segunda fila?"" [Varsavsky] - ""Yo hago política. Pero la hago a mi manera.""",https://meneame.net/story/martin-varsavsky-2027-sanchez-sale-elegido-otra-vez-voy-espana,272,830,509,128,144,23,actualidad,28,2025-03-07 00:10:08,delacosa,theobjective.com,https://theobjective.com/espana/2025-02-02/martin-varsavsky-entrevista/,2025-03-07 17:10:02
4035069,Editorial de Hector de Miguel sobre su interrogatorio por bromear con volar el Valle de los caidos,"[C&P] El juez Valle ha comparado, durante la declaración de Hector de Miguel, explotar el Valle de los Caídos con hacer lo mismo con la plaza Pedro Zerolo. Y esto no es un chiste.",https://meneame.net/story/editorial-hector-miguel-sobre-interrogatorio-bromear-volar-valle,422,2924,508,200,222,3,actualidad,41,2025-03-06 23:30:03,Nividhia,x.com,https://x.com/HVeintipico/status/1897731407780180328,2025-03-07 17:10:02
4035080,Qué es el archivo robots.txt y para qué sirve,"Un archivo robots.txt es un archivo de texto que se utiliza para decirle a los rastreadores de los motores de búsqueda qué URL del sitio web pueden o no rastrear. Es decir, sirve para especificar qué partes del sitio web deben ser indexadas y cuáles ignoradas por los buscadores, lo que puede ayudar a controlar la visibilidad de cierto contenido dentro de los resultados de búsqueda.",https://meneame.net/story/archivo-robots-txt-sirve,85,712,433,52,33,0,tecnología,13,2025-03-06 23:20:02,Mustela,cyberclick.es,https://www.cyberclick.es/que-es/archivo-robots.txt,2025-03-07 17:10:02
4034917,"Ante la falta de ayudas por parte del Gobierno, BYD activa su 'Plan Electrifícate', con descuentos de hasta 4.500 euros","BYD lanza el 'Plan Electrifícate', que ofrece hasta 4.500 euros de incentivo para la compra de 100% eléctricos y 2.500 euros para híbridos enchufables. Esto equivale a las ayudas del extinto Moves III sin achatarramiento. Los clientes de BYD se beneficiarán de este incentivo en el caso de que no se apruebe un plan gubernamental de ayudas equivalente o sustitutivo del derogado Moves III.",https://meneame.net/story/ante-falta-ayudas-parte-gobierno-byd-activa-plan-electrificate-4,235,1285,409,97,138,2,actualidad,63,2025-03-06 22:15:03,tropezon,20minutos.es,https://www.20minutos.es/motor/actualidad/ante-falta-ayudas-por-parte-gobierno-byd-activa-su-plan-electrificate-descuentos-hasta-4500-euros-5687900/,2025-03-07 17:10:02
4035064,"Gonzalo Miró pone en jaque a Susanna Griso por su último ""fichaje"": «Este tipo que tienes aquí por las mañanas miente»","«Esta mañana, Martin Varsavsky, que sabéis que es un empresario que sabéis que es amigo de Elon Musk... Nos dijo que no había tal emboscada, y es verdad esto, empezó bien la rueda de prensa esa conjunta que dieron en el despacho oval agradeciéndose el apoyo prestado mutuamente y en un momento dado, cuando Zelenski pide garantías de seguridad es cuando se le tuerce», comentaba Susanna Griso sobre la actitud del presidente norteamericano con el líder ucraniano, haciendo referencia a su colaborador, cuando Gonzalo Miró intervino para atizar a éste",https://meneame.net/story/gonzalo-miro-pone-jaque-susanna-griso-ultimo-fichaje-este-tipo,390,3568,445,181,209,5,actualidad,58,2025-03-06 21:55:07,jonolulu,abc.es,https://www.abc.es/play/television/noticias/gonzalo-miro-pone-jaque-colaborador-susanna-griso-20250304114018-nt.html,2025-03-07 17:10:02
4034607,"Un estudio revela que las estatuas griegas y romanas no solo se pintaban y adornaban con textiles y joyas, también se perfumaban","Un reciente estudio publicado en el Oxford Journal of Archaeology ha revelado un aspecto poco explorado del arte antiguo: el uso de perfumes y sustancias aromáticas en esculturas greco-romanas. Esta investigación, liderada por la arqueóloga Cecilie Brøns, plantea una nueva forma de comprender el arte clásico, desafiando la tradicional concepción de la escultura como un arte puramente visual.",https://meneame.net/story/estudio-revela-estatuas-griegas-romanas-no-solo-pintaban-joyas,130,498,362,65,65,0,cultura,9,2025-03-06 21:50:08,Ergo,labrujulaverde.com,https://www.labrujulaverde.com/2025/03/un-estudio-revela-que-las-estatuas-griegas-y-romanas-no-solo-se-pintaban-y-adornaban-con-textiles-y-joyas-tambien-se-perfumaban,2025-03-07 17:10:02
