news_id,title,content,full_story_link,meneos,clicks,karma,positive_votes,anonymous_votes,negative_votes,category,comments,published_date,user,source,source_link,scraped_date,provincia,comunidad
4037954,La audiencia de La Revuelta: 20.000€ para el niño de la enfermedad rara,"Cuando Óscar y Sara decidieron ir de público a La Revuelta, es muy probable que no se imaginasen el impacto que iba a tener en sus vidas. Ambos son los padres de Mateo, un niño de cinco años con una enfermedad ultrarrara que solo poseen cinco menores en el mundo. ""Como has abierto la puerta a las enfermedades raras, pues aquí estamos"", indicaba su madre. Y dicho y hecho, porque solo hicieron falta tres minutos para disparar las ventas de su fundación y recaudar cerca de 20.000 euros en menos de 12 horas.",https://meneame.net/story/audiencia-revuelta-20-000e-nino-enfermedad-rara,0,1940.0,412,161,299,1,Entretenimiento y Cultura,138,2025-03-14 13:10:02,Livingstone85,rtve.es,https://www.rtve.es/television/20250314/audiencia-mejor-20000-noche-para-nino-enfermedad-ultrarrara/16490872.shtml,2025-03-15 19:12:46,,
4037879,"Las cosas que han dejado atrás: Al retirarse de Kursk, los ucranianos han abandonado algunas de sus mejores armas. [en]","En total, Ucrania perdió unos 500 vehículos y cañones en Kursk. Los ucranianos, faltos de suministros y en peligro de quedar aislados, se retiraron rápidamente, al parecer al amparo de la oscuridad. El equipo pesado que no pudieron llevarse simplemente lo abandonaron, dejándolo a merced de los rusos. El botín incluía algunos de los mejores vehículos y artillería pertenecientes a algunas de las mejores brigadas ucranianas.",https://meneame.net/story/cosas-han-dejado-atras-retirarse-kursk-ucranianos-han-abandonado,0,3117.0,426,80,131,3,Política y Sociedad,180,2025-03-14 12:55:02,porcorosso,forbes.com,https://www.forbes.com/sites/davidaxe/2025/03/13/the-things-they-left-behind-retreating-from-kursk-the-ukrainians-abandoned-some-of-their-best-weapons/,2025-03-15 19:12:46,,
4037489,Manipulación de textos antiguos por escribas cristianos [ENG],"¿Podemos fiarnos de que las copias modernas de Heródoto o Petronio tengan el mismo texto conocido en la Antigüedad? Muchos lectores de textos no se paran demasiado a pensar en la cantidad de pasos para fijar los textos. Cuando lo hacen, empiezan a tener dudas sobre cómo coincidirían con los originales, como el famoso caso del Testimonium Flavianum. No existe ningún caso similar al Testimonium, ni por éxito ni por alcance, pero hay ejemplos de manipulación por error, y también por puritanismo en textos de Heródoto o Petronio",https://meneame.net/story/manipulacion-textos-antiguos-escribas-cristianos-eng,0,787.0,418,94,74,0,Entretenimiento y Cultura,41,2025-03-14 12:35:03,themarquesito,kiwihellenist.blogspot.com,https://kiwihellenist.blogspot.com/2018/04/christian-scribes-interfering-with.html,2025-03-15 19:12:46,,
4037859,"Ayuso pasa al ataque ante la perseverancia de las víctimas de las residencias: ""Está nerviosa""",La emisión del documental 7.291 en RTVE ha sacudido el estado anímico y político de Isabel Díaz Ayuso. Recordar en la televisión nacional cómo murieron las personas mayores en las residencias de mayores de la Comunidad de Madrid ha traído consigo un terremoto en la región. Los últimos acontecimientos han provocado un cambio radical de Ayuso en su forma de afrontar el conflicto de las residencias: la presidenta ha pasado al ataque.,https://meneame.net/story/ayuso-pasa-ataque-ante-perseverancia-victimas-residencias-esta,0,2234.0,441,182,339,6,Política y Sociedad,101,2025-03-14 12:10:02,Gante_hrm,publico.es,https://www.publico.es/politica/ayuso-pasa-ataque-perseverancia-victimas-residencias-nerviosa.html,2025-03-15 19:12:46,Madrid,Madrid
4037834,Un fresno y 100.000 euros de multa: el calvario de 15 años de un vecino de El Escorial por talar un árbol,La Justicia anula la multa que le impuso el consistorio por retirar un árbol semicaído que amenazaba con caerse sobre su casa y que estaba en su propiedad. Fue sancionado por una falta muy grave,https://meneame.net/story/fresno-100-000-euros-multa-calvario-15-anos-vecino-escorial,0,2121.0,415,82,129,0,Política y Sociedad,80,2025-03-14 11:55:03,exducados,elconfidencial.com,https://www.elconfidencial.com/espana/madrid/2025-03-14/jose-velez-multa-arbol-el-escorial-100-000-euros-multa_4085202/,2025-03-15 19:12:46,,
4037082,No a la guerra,Pues eso que a veces se nos olvida,https://meneame.net/story/no-a-la-guerra-15,0,5207.0,430,203,212,10,Entretenimiento y Cultura,201,2025-03-14 11:30:02,Hil014,Desconocido,https://www.meneame.net/story/no-a-la-guerra-15,2025-03-15 19:12:46,,
4037789,"Vox-Aragón carga contra las autonomías: ""Son una basura, estamos para reventarlas desde dentro""","Alejandro Nolasco, ha arremetido este jueves contra el Estado de las autonomías hasta el punto de tacharlo de ""completa basura"" en el pleno en el que se debatía sobre la condonación de la deuda.",https://meneame.net/story/vox-aragon-carga-contra-autonomias-son-basura-estamos-desde,0,562.0,434,129,201,1,Política y Sociedad,161,2025-03-14 11:05:02,Albarkas,heraldo.es,https://www.heraldo.es/noticias/aragon/2025/03/13/vox-aragon-carga-contra-las-autonomias-son-una-basura-estamos-para-reventarlas-desde-dentro-1807002.html,2025-03-15 19:12:46,,
4037865,"José Miñones, el gallego al que Franco fusiló para hacerse con sus empresas",La historia de un olvidado innovador empresario gallego que fue ejecutado al inicio de la Guerra Civil,https://meneame.net/story/jose-minones-gallego-franco-fusilo-hacerse-empresas-1,0,1654.0,444,124,252,1,Entretenimiento y Cultura,37,2025-03-14 10:45:03,japego,elespanol.com,https://www.elespanol.com/quincemil/cultura/historias-de-la-historia/20220116/jose-minones-gallego-franco-fusilo-hacerse-empresas/642935886_0.html,2025-03-15 19:12:46,,
4037864,"Campaña de anuncios por todo Londres representando a Musk como nazi: ""The Fast and The Führer""",Una plataforma ha llenado la ciudad de carteles con Musk levantando el brazo.,https://meneame.net/story/campana-carteles-todo-londres-representando-musk-como-nazi-the,0,3613.0,508,161,277,0,Política y Sociedad,54,2025-03-14 10:40:02,Icelandpeople,20minutos.es,https://www.20minutos.es/gonzoo/noticia/5690685/0/inician-una-campana-donacion-para-cabrear-elon-musk-con-carteles-que-le-tachan-nazi-por-todo-londres-5690685/,2025-03-15 19:12:46,,
4037776,PSOE y Vox votan juntos en el Congreso en contra de retribuir el permiso parental,"Los socios parlamentarios del Gobierno y el PP han dado un tirón de orejas en el Congreso de los Diputados al grupo socialista, que se ha quedado solo votando, junto con Vox y Coalición Canaria, en contra de una moción, consecuencia de interpelación, presentada por Podemos para exigir al Ejecutivo que retribuya las ocho semanas del permiso parental, tal y como exige la directiva europea de conciliación.",https://meneame.net/story/psoe-vox-votan-juntos-congreso-contra-retribuir-permiso-parental,0,1106.0,411,193,241,0,Política y Sociedad,109,2025-03-14 10:20:05,cocolisto,elpais.com,https://elpais.com/economia/2025-03-13/psoe-y-vox-votan-juntos-en-el-congreso-en-contra-de-retribuir-el-permiso-parental.html,2025-03-15 19:12:46,,
4037845,"Musk retuitea el mensaje ""Hitler no asesinó a millones"" en medio de la controversia nazi. (ENG)","Musk, que tiene más de 219 millones de seguidores en X, anteriormente conocido como Twitter, retuiteó una publicación que decía que el revolucionario soviético Joseph Stalin, el expresidente del Partido Comunista Chino Mao Zedong y Hitler, cuyo régimen bajo su dirección orquestó el Holocausto, no asesinaron a millones de personas, ""Sus trabajadores del sector público lo hicieron"".",https://meneame.net/story/musk-retuitea-mensaje-hitler-no-asesino-millones-medio-nazi-eng,0,1842.0,414,158,248,4,Política y Sociedad,144,2025-03-14 09:50:03,Ratoncolorao,forbes.com,https://www.forbes.com/sites/antoniopequenoiv/2025/03/13/musk-retweets-hitler-didnt-murder-millions-message-amid-ongoing-nazi-controversy/,2025-03-15 19:12:46,,
4037808,Porqué es imposible que el cine vuelva a verse así.,"Antes existía una tecnología que hacía que el cine se viera espectacular. La tecnología más avanzada del cine… y la dejaron de usar. Se llamaba Technicolor. Y hoy vamos a ver por qué esta bestia visual desapareció, qué la hacía única y, sobre todo, por qué dicen que sería IMPOSIBLE volver a hacer películas con ella hoy en día",https://meneame.net/story/porque-imposible-cine-vuelva-verse-asi,0,6667.0,452,108,86,1,Tecnología y Ciencia,122,2025-03-14 09:25:02,Mandrago,youtube.com,https://www.youtube.com/watch?feature=shared&v=MfwulHFmrt4,2025-03-15 19:12:46,,
4037804,Steve Wozniak acusa a Musk de robar por la mala calidad de los vehículos Tesla,"En entrevista con CNBC, Wozniak acusó al también CEO de empresas como SpaceX y Tesla de robar dinero con las promesas de mejorar los vehículos para 2017 y no cumplir con lo anunciado.  “Nos mintió sobre conducir por todo el país a finales de 2016 y a finales de 2017, y nos robó dinero para intentar cambiarnos a uno que sí lo hiciera cuando ellos no lo hicieron”, dijo.",https://meneame.net/story/cofundador-apple-acusa-musk-robar-mala-calidad-vehiculos-tesla,0,988.0,421,138,218,1,Política y Sociedad,80,2025-03-14 09:05:07,Grahml,latinus.us,https://latinus.us/eu/2025/3/13/cofundador-de-apple-acusa-musk-de-robar-por-la-mala-calidad-de-los-vehiculos-tesla-nos-mintio-137292.html,2025-03-15 19:12:46,,
4037818,Tenochtitlan: las impresionantes imágenes que muestran cómo era la gran ciudad del imperio mexica que se fundó hace 700 años,"""Esta gran ciudad de Temixtitan está fundada en esta laguna salada… Tiene cuatro entradas, todas de calzada hecha a mano, tan ancha como dos lanzas jinetas. Es tan glorande la ciudad como Sevilla y Córdoba. Son las calles de ella, digo las principales, muy anchas y muy derechas, y algunas de éstas y todas las demás son la mitad de tierra y por la otra mitad es agua, por la cual andan en sus canoas"".",https://meneame.net/story/tenochtitlan-impresionantes-imagenes-muestran-como-era-gran-hace,0,5734.0,413,86,95,1,Entretenimiento y Cultura,61,2025-03-14 08:35:05,Elnuberu,bbc.com,https://www.bbc.com/mundo/articles/ckgz33pdd2eo,2025-03-15 19:12:46,Córdoba,Andalucía
4037802,Gasto militar,Viñeta humorística de Manel Fontdevila para el diario.es,https://meneame.net/story/gasto-militar-1,0,3305.0,449,83,95,3,Entretenimiento y Cultura,39,2025-03-14 08:20:07,Mark_Renton_1,eldiario.es,https://www.eldiario.es/opinion/gasto-militar_131_12127897.html,2025-03-15 19:12:46,,
4037661,La Trumpita balbuceante y 7291 mierdas,"Ayuso caerá. Lo hará tarde o temprano, por su partido, por los jueces o por las urnas. Si ahora, cuando tiene poder para callar a voces críticas y pagarse altavoces y plumas en periódicos, no ha conseguido ahogar la voz de las familias de las 7291 mierdas a las que dejó morir de forma indigna, imagine cuando pierda ese poder. Sí, mierdas, así las llama porque así las trató, y se le aparecerán hasta en sueños esas mierdas.",https://meneame.net/story/trumpita-balbuceante-7291-mierdas,0,2233.0,408,199,399,23,Política y Sociedad,51,2025-03-14 08:10:07,oghaio,lasexta.com,https://www.lasexta.com/el-muro/antonio-maestre/trumpita-balbuceante-7291-mierdas_2025031367d2d1579d5e6500016895b5.html,2025-03-15 19:12:48,,
4037781,"A pesar de estas lluvias extraordinarias, la sequía volverá a España y cada vez será más severa por el cambio climático",Un informe alerta de que España ha experimentado en el siglo XXI la mayor frecuencia de periodos de escasez grave de agua de los últimos 150 años y advierte de que cada vez serán más duras y frecuentes,https://meneame.net/story/pesar-estas-lluvias-extraordinarias-sequia-volvera-espana-cada,0,761.0,381,115,165,4,Política y Sociedad,143,2025-03-14 07:35:07,escuzaillo,elpais.com,https://elpais.com/clima-y-medio-ambiente/2025-03-13/a-pesar-de-estas-lluvias-extraordinarias-la-sequia-volvera-a-espana-y-cada-vez-sera-mas-severa-por-el-cambio-climatico.html,2025-03-15 19:12:48,,
4037795,7291 [Documental],Este documental de Juanjo Castro analiza las muertes en las residencias de mayores de la Comunidad de Madrid los primeros dos meses de la pandemia.,https://meneame.net/story/7291-documental,0,1669.0,388,359,544,2,Política y Sociedad,112,2025-03-14 06:50:04,dudo,rtve.es,https://www.rtve.es/play/videos/documaster/7291-documental/16487291/,2025-03-15 19:12:48,Madrid,Madrid
4037727,"Vivian, la hija trans de Elon Musk, asegura que fue concebida por fecundación in vitro: ""El sexo que me asignaron al nacer fue un extra que se compró y se pagó""","""El sexo que me asignaron al nacer fue un extra que se compró y se pagó. Así que cuando de niña mostré feminidad y finalmente terminé siendo transexual, estaba yendo en contra del producto que les vendieron"", sentenciaba. Vivian añadía que ""esa expectativa de masculinidad contra la que se rebeló toda su vida era una transacción monetaria"".",https://meneame.net/story/vivian-hija-trans-elon-musk-asegura-fue-concebida-fecundacion-in,0,1718.0,342,101,168,22,Política y Sociedad,140,2025-03-14 06:05:06,Ratoncolorao,elmundo.es,https://www.elmundo.es/loc/celebrities/2025/03/13/67d2bb1bfdddff938a8b45b0.html,2025-03-15 19:12:48,,
4037128,"El director del Highlands Encinar, señalado tras la detención del secretario de Maciel por presuntos abusos a niñas","Ciertas informaciones apuntan a que en 2015 el clérigo ya fue apartado, en circunstancias que no llegaron a esclarecerse, del Highland School Los Fresnos de Boadilla del Monte",https://meneame.net/story/director-highlands-encinar-senalado-tras-detencion-secretario,0,430.0,348,122,168,0,Política y Sociedad,13,2025-03-14 05:10:06,Esteban_Rosador,religiondigital.org,https://www.religiondigital.org/espana/Highlands-Encinar-detencion-secretario-Maciel-abusos-menores-legionarios_0_2760323941.html,2025-03-15 19:12:48,,
4037763,Hazte Oir arremete contra la jueza de la dana por descartar la responsabilidad penal de la CHJ,La asociación de ultraderecha presenta recurso de apelación ante la Audiencia de València contra la decisión de la magistrada de Catarroja de rechazar su querella contra los responsables de la Confederación Hidrográfica del Júcar.,https://meneame.net/story/hazte-oir-arremete-contra-jueza-dana-descartar-responsabilidad,0,436.0,363,124,172,2,Política y Sociedad,54,2025-03-14 04:20:02,TonyStark,levante-emv.com,https://www.levante-emv.com/comunitat-valenciana/2025/03/12/hazte-oir-arremete-jueza-dana-115229010.html,2025-03-15 19:12:48,València/Valencia,Comunidad Valenciana
4037693,Una gerente de Mercadona gana al supermercado en los tribunales y podrá conciliar tras ser madre: le llegó un burofax imponiéndole rotar mañanas y tardes,"Es empleada de Juan Roig desde 2016. En 2021, obtuvo una reducción de jornada de 26 horas. Los problemas empiezan en 2024...",https://meneame.net/story/gerente-mercadona-gana-supermercado-tribunales-podra-conciliar,0,1113.0,370,129,214,1,Política y Sociedad,45,2025-03-14 03:30:03,CosasQueLees,infobae.com,https://www.infobae.com/espana/2025/03/13/una-gerente-de-mercadona-gana-al-supermercado-en-los-tribunales-y-podra-conciliar-tras-ser-madre-le-llego-un-burofax-imponiendole-rotar-mananas-y-tardes/,2025-03-15 19:12:48,,
4037700,Déjese de sermones,Actuación de la comparsa de Antonio Martínez Ares en la final del concurso de agrupaciones del carnaval de Cádiz de 2001. Ganaron el primer premio. Este pasodoble critica la postura de la Iglesia respecto a la eutanasia. [Relacionada: www.meneame.net/story/solicitud-de-muerte ],https://meneame.net/story/dejese-de-sermones,0,733.0,371,52,69,0,Entretenimiento y Cultura,10,2025-03-14 02:45:03,Putirina,youtube.com,https://www.youtube.com/watch?v=SQcFPZCQlLw,2025-03-15 19:12:48,Cádiz,Andalucía
4037729,Un centenar de detenidos por tomar la Torre Trump en una protesta judía contra el arresto de un estudiante palestino,"Casi un centenar de personas han sido arrestadas este jueves durante una manifestación liderada por un grupo judío en la que han ocupado la Torre Trump, en Nueva York, en protesta por el arresto del estudiante palestino de la Universidad de Columbia, Mahmoud Khalil.",https://meneame.net/story/centenar-detenidos-tomar-torre-trump-protesta-judia-contra,0,504.0,383,162,225,0,Política y Sociedad,18,2025-03-14 02:00:03,Ka1900,eldiario.es,https://www.eldiario.es/internacional/100-detenidos-ocupar-torre-trump-protesta-arresto-estudiante-palestino-mahmoud-khalil_1_12131246.html,2025-03-15 19:12:48,,
4037613,Fabricación de telescopios para aficionados [ENG],"Hay casi tantas formas de fabricar espejos y telescopios como fabricantes de telescopios. En estas páginas presentamos una o más formas que nos han funcionado, pero eso no significa que no haya muchos otros enfoques válidos. De hecho, muchos de nosotros disfrutamos con el ATMing porque podemos experimentar con diferentes técnicas y, a veces, encontrar mejores formas de fabricar o construir un telescopio. E incluso si nuestra nueva técnica no es mejor, normalmente aprendemos algo valioso en el proceso.",https://meneame.net/story/fabricacion-telescopios-aficionados-eng,0,1248.0,408,76,55,0,Tecnología y Ciencia,20,2025-03-14 01:20:02,geralt_,stellafane.org,https://stellafane.org/tm/atm/,2025-03-15 19:12:48,,
4037666,La Aemet emitió 9 boletines y llamó 24 veces al 112 el día de la DANA,"La Agencia Estatal de Meteorología informa a la jueza de dos llamadas, no contestadas, a las 18 horas para alertar a Protección Civil de la Comunidad Valenciana que se extendía la alerta roja y de todos los avisos que emitió por las lluvias desde el 27 de octubre",https://meneame.net/story/aemet-emitio-9-boletines-llamo-24-veces-112-dia-dana,0,423.0,400,173,251,1,Política y Sociedad,21,2025-03-14 00:45:02,Tkachenko,epe.es,https://www.epe.es/es/espana/comunidad-valenciana/20250313/aemet-emitio-boletines-llamo-112-dia-dana-115248461,2025-03-15 19:12:48,València/Valencia,Comunidad Valenciana
4037773,Portugal descarta comprar cazas F-35 y evalúa alternativas europeas [PT],"El ministro de Defensa Nacional de Portugal, Nuno Melo, anunció que el país no adquirirá aviones de combate F-35 de EEUU, considerando el actual contexto geopolítico y la imprevisibilidad de la política estadounidense.  Melo destacó que, aunque los F-16 de la Fuerza Aérea Portuguesa están cerca del final de su vida útil, es necesario evaluar opciones que garanticen una mayor previsibilidad y seguridad operacional.  Mencionó que se están considerando alternativas de producción europeas, buscando también beneficios económicos para Portugal.",https://meneame.net/story/portugal-descarta-comprar-cazas-f-35-evalua-alternativas-pt,0,426.0,441,181,211,1,Política y Sociedad,113,2025-03-14 00:10:03,gelatti,aereo.jor.br,https://www.aereo.jor.br/2025/03/13/portugal-descarta-compra-de-cacas-f-35-e-avalia-alternativas-europeias/,2025-03-15 19:12:48,,
4037741,"Trump insiste ante el jefe de la OTAN que EEUU tiene que tomar Groenlandia: ""Lo necesitamos""","El presidente de Estados Unidos, Donald Trump, ha insistido este jueves nuevamente en hacerse con el control de Groenlandia, territorio autónomo de Dinamarca, en esta ocasión ante el secretario general de la OTAN, Mark Rutte, a quien le ha dicho que necesitan hacerlo por el bien de la seguridad internacional. ""Creo que sucederá"", ha respondido Trump desde el Despacho Oval cuando se le ha preguntado al respecto, frente a un Rutte al que se ha dirigido para advertirle de que ""habrá que llegar a un acuerdo sobre este tema"".",https://meneame.net/story/trump-insiste-ante-jefe-otan-eeuu-tiene-tomar-groenlandia,0,907.0,462,127,190,2,Política y Sociedad,87,2025-03-13 23:50:02,Gry,diariodenavarra.es,https://www.diariodenavarra.es/noticias/actualidad/internacional/2025/03/13/trump-insiste-el-jefe-otan-eeuu-tomar-groenlandia-necesitamos-640757-1032.html,2025-03-15 19:12:48,,
4037765,Venezolanos en Florida votaron por Trump y ahora sus familias y vecinos enfrentan la deportación -,Miles de venezolanos enfrentan la deportación debido a que la administración Trump puso fin al Estatus de Protección Temporal (TPS).,https://meneame.net/story/venezolanos-florida-votaron-trump-ahora-familias-vecinos,0,711.0,452,132,217,1,Política y Sociedad,61,2025-03-13 23:35:02,totenburgh,as.com,https://as.com/us/actualidad/venezolanos-en-florida-votaron-por-trump-y-ahora-sus-familias-y-vecinos-enfrentan-la-deportacion-n/,2025-03-15 19:12:48,,
4037764,Europa quiere “golpear donde duele” tras los aranceles estadounidenses. Y lo que duele es dejar de comprarles comida,"La soja es uno de estos productos.  Europa puede abastecerse de soja en otros países. Otro sector en la mira de la UE es el de la carne de vacuno y de pollo.  Además, productos emblemáticos de la cultura estadounidense, como las motocicletas Harley-Davidson, también están en la lista. También incluye bienes industriales y de consumo. Se busca enviar un mensaje simbólico sobre la determinación de la UE para defender sus intereses.",https://meneame.net/story/europa-quiere-golpear-donde-duele-tras-aranceles-estadounidenses,0,1404.0,431,123,196,0,Política y Sociedad,50,2025-03-13 23:20:02,tropezon,directoalpaladar.com,https://www.directoalpaladar.com/actualidad-1/europa-quiere-golpear-donde-duele-aranceles-estadounidenses-que-duele-dejar-comprarles-comida,2025-03-15 19:12:48,,
4037701,"El director de '7291' responde a Ayuso y a sus acusaciones de que el documental que estrena en RTVE es ""engañoso""","""No me siento aludido"", explica en un comunicado Juanjo Castro a las pocas horas del estreno en televisión de su trabajo sobre las muertes en residencias durante la pandemia. “Era una historia que había que contar, no podía quedarse ahí”",https://meneame.net/story/director-7291-responde-ayuso-acusaciones-documental-estrena-rtve,0,1033.0,434,174,290,2,Política y Sociedad,76,2025-03-13 22:50:02,Ratoncolorao,eldiario.es,https://www.eldiario.es/madrid/somos/director-7291-responde-ayuso-acusaciones-documental-estrena-rtve-enganoso_1_12130695.html,2025-03-15 19:12:48,,
4037582,"Babia Capital, la empresa detrás del alquiler a Ayuso y la asesoría ante Hacienda de su novio","El protagonista de estas líneas lidera una empresa de “compraventa de bienes inmobiliarios por cuenta propia”, Babia Capital S.L, tal y como contó hace cerca de un año ElPlural.com. Lo llamativo es que esta compañía es la misma que adquirió el ático del que disfruta González Amador y en el que vive con Ayuso en pleno Chamberí. La propiedad, cabe recordar, la adquirió después de defraudar más de 350.000 euros a Hacienda.",https://meneame.net/story/babia-capital-empresa-detras-alquiler-ayuso-asesoria-ante-novio,0,474.0,427,158,272,0,Política y Sociedad,19,2025-03-13 22:25:04,candonga1,elplural.com,https://www.elplural.com/autonomias/madrid/babia-capital-empresa-detras-alquiler-ayuso-asesoria-hacienda-novio_348212102,2025-03-15 19:12:48,,
4037696,La Justicia confirma condenas de hasta 27 años de cárcel para diez personas por prostituir a una niña tutelada en Madrid,"El Tribunal Superior de Madrid explica que la menor, que tenía 12 años cuando se fugó del Centro de Menores de la Comunidad, fue convencida por su tía para prostituirse a cambio de cocaína: ""Es una niña muy dañada""",https://meneame.net/story/justicia-confirma-condenas-hasta-27-anos-carcel-diez-personas,0,691.0,457,140,189,0,Política y Sociedad,37,2025-03-13 22:00:03,exducados,eldiario.es,https://www.eldiario.es/madrid/justicia-confirma-condenas-27-anos-carcel-diez-personas-prostituir-nina-tutelada-madrid_1_12119894.html,2025-03-15 19:12:48,Madrid,Madrid
4037551,Un supermontaje de las acrobacias más asombrosas de Buster Keaton [Eng],"Joseph Frank Keaton nació en el mundo del espectáculo. Su padre era comediante. Su madre, soubrette . Nació durante una noche de compromiso en Kansas City. El socio de su padre, el escapista Harry Houdini, sin querer lo rebautizó como Buster, aprobando la forma en que el pequeño y elástico Keaton resistió una caída accidental por las escaleras. Cuando interpretó su primer papel cinematográfico en The  Butcher Boy (1917), película de Roscoe “Fatty” Arbuckle , Keaton era un payaso experimentado, con mucha experiencia en combinar gags físicos...",https://meneame.net/story/supermontaje-acrobacias-mas-asombrosas-buster-keaton-eng,0,2387.0,435,87,60,0,Entretenimiento y Cultura,25,2025-03-13 21:50:04,Charles_Dexter_Ward,openculture.com,https://www.openculture.com/2018/01/a-supercut-of-buster-keatons-most-amazing-stunts.html,2025-03-15 19:12:48,,
4037751,Respuesta completa del presidente Putin sobre el cese el fuego o tregua (SUBTITULADO AL ESPAÑOL),"El presidente ruso rechaza la tregua de 30 días tal cual es presentada pero no descarta la viabilidad para una paz permanente si incluye otros detalles dichos previamente respecto al conflicto ucraniano. PUTIN: ""La idea en sí es correcta, y sin duda la apoyamos. Pero hay cuestiones que debemos discutir. Y creo que tenemos que hablar con nuestros colegas y socios estadounidenses, tal vez llamar al presidente Trump y discutir con él"".",https://meneame.net/story/respuesta-completa-presidente-putin-sobre-cese-fuego-tregua,0,1951.0,426,96,79,3,Política y Sociedad,261,2025-03-13 21:30:03,cocolisto,spanish.news-pravda.com,https://spanish.news-pravda.com/world/2025/03/13/373702.html,2025-03-15 19:12:48,,
4037634,Los aranceles de Trump podrían encarecer en 40 millones de dólares el costo del Boeing 787,Advirtieron que las aerolíneas no estarán dispuestas a trasladar este costo a los consumidores.,https://meneame.net/story/aranceles-trump-podrian-encarecer-40-millones-dolares-costo-787,0,1083.0,445,120,114,0,Transporte,38,2025-03-13 21:10:02,Mark_Renton_1,aviacionline.com,https://www.aviacionline.com/los-aranceles-de-trump-podrian-encarecer-en-40-millones-de-dolares-el-costo-del-boeing-787,2025-03-15 19:12:48,,
4037713,RAMBO 3: cuando Bin Laden ayudó a rambo,"Rambo 3, esa donde los Muyahidín eran buenos y luego Hollywood fingió demencia.",https://meneame.net/story/rambo-3-cuando-bin-laden-ayudo-rambo,0,1301.0,412,73,94,3,Entretenimiento y Cultura,21,2025-03-13 20:45:02,Mark_Renton_1,youtube.com,https://www.youtube.com/watch?si=N39kudHopot5-lpt&v=EUihpynOCro,2025-03-15 19:12:48,,
4037685,Me estoy acostumbrando a comer una sola vez al día,"Argentina | Raúl: ""me estoy acostumbrando a comer una sola vez al día (...) Si bajamos los brazos nos van a seguir golpeado"". Cada miércoles los Jubilados son golpeados por la policía.",https://meneame.net/story/estoy-acostumbrando-comer-sola-vez-dia,0,1786.0,433,154,219,1,Política y Sociedad,83,2025-03-13 20:15:02,Morrison,imginn.com,https://imginn.com/p/DG8GdDRuVxe/,2025-03-15 19:12:48,,
4037679,"El aviso de un gigante de Wall Street a Tesla: ""Nunca antes una marca de coches había quemado su reputación tan rápido""","El 'efecto Musk' está arrasando con las expectativas de venta de Tesla. Esa es la teoría de JPMorgan, que ha anunciado un fuerte recorte de sus expectativas de venta de la firma de coches eléctricos para este trimestre. El banco calcula que las ventas caerán entre un 8% y un 28% en este primer trimestre de 2025 respecto al trimestre anterior, el último de 2024. La causa es muy clara: el hundimiento en popularidad de Elon Musk por su papel en el Gobierno de Donald Trump.",https://meneame.net/story/aviso-gigante-wall-street-tesla-nunca-antes-marca-coches-habia,0,1416.0,441,163,239,2,Política y Sociedad,89,2025-03-13 19:55:03,Verdaderofalso,eleconomista.es,https://www.eleconomista.es/mercados-cotizaciones/amp/13266393/jpmorgan-recorta-hasta-un-28-las-previsiones-de-venta-de-tesla-nunca-antes-habia-pasado-algo-asi,2025-03-15 19:12:48,,
4037475,Una protesta de jubilados desata la mayor represión del Gobierno de Milei,"Lo que iba a ser una protesta habitual de jubilados frente al Congreso de Argentina, apoyada por hinchas de fútbol, sindicatos y movimientos sociales, terminó este miércoles en la mayor represión policial desde que Javier Milei llegó a la Presidencia, en diciembre de 2023.",https://meneame.net/story/protesta-jubilados-desata-mayor-represion-gobierno-milei,0,912.0,436,174,274,0,Política y Sociedad,52,2025-03-13 19:35:03,efectogamonal,infolibre.es,https://www.infolibre.es/internacional/protesta-jubilados-desata-mayor-represion-gobierno-milei_1_1959679.html,2025-03-15 19:12:48,,
4037672,El ‘Financial Times’ se rinde al milagro español y explica por qué España ya es una “nueva estrella económica”,"España ha pasado de ser vapuleada por la prensa internacional hasta hace no mucho tiempo a convertirse en uno de los grandes referentes a nivel global por la gestión de su economía. Sobre todo a raíz de la pandemia de la COVID-19 que mantuvo en jaque a todo el planeta, cuando Pedro Sánchez y su gobierno apostaron por una serie de reformas, que contradecían a las de otros países, pero que acabaron siendo más efectivas que las mismas. Principalmente porque pudo sacar adelante el país protegiendo a los más vulnerables. Una estrategia que ha llevad",https://meneame.net/story/financial-times-rinde-milagro-espanol-explica-espana-ya-nueva,0,3139.0,464,211,375,6,Política y Sociedad,115,2025-03-13 19:15:02,bonobo,cadenaser.com,https://cadenaser.com/nacional/2025/03/13/el-financial-times-se-rinde-al-milagro-espanol-y-califica-a-espana-como-nueva-estrella-economica-cadena-ser/,2025-03-15 19:12:50,,
